"source","table","category","species","year","landings_lb","value_usd"
"FB 181","Table 4a","Fish","Thornyheads (unspecified)",1992,9648266,4689243
"FB 181","Table 4a","Fish","Thornyheads (unspecified)",1993,9167428,4582094
"FB 181","Table 4a","Fish","Thornyheads (unspecified)",1994,7294240,5558046
"FB 181","Table 4a","Fish","Thornyheads (unspecified)",1995,502621,534317
"FB 181","Table 4a","Fish","Thornyheads (unspecified)",1996,345132,392329
"FB 181","Table 4a","Fish","Thornyheads (unspecified)",1997,271310,372955
"FB 181","Table 4a","Fish","Thornyheads (unspecified)",1998,107811,168045
"FB 181","Table 4a","Fish","Thornyheads (unspecified)",1999,131417,181287
"FB 181","Table 4a","Fish","Tomcod, Pacific",1987,186,61
"FB 181","Table 4a","Fish","Tomcod, Pacific",1990,392,784
"FB 181","Table 4a","Fish","Tomcod, Pacific",1991,11,22
"FB 181","Table 4a","Fish","Tomcod, Pacific",1992,33,66
"FB 181","Table 4a","Fish","Tomcod, Pacific",1993,125,75
"FB 181","Table 4a","Fish","Tomcod, Pacific",1994,39,87
"FB 181","Table 4a","Fish","Tomcod, Pacific",1995,203,157
"FB 181","Table 4a","Fish","Tomcod, Pacific",1996,13421,1740
"FB 181","Table 4a","Fish","Tomcod, Pacific",1997,18665,1943
"FB 181","Table 4a","Fish","Tomcod, Pacific",1998,6633,1286
"FB 181","Table 4a","Fish","Tomcod, Pacific",1999,2045,205
"FB 181","Table 4a","Fish","Topsmelt",1988,119,105
"FB 181","Table 4a","Fish","Topsmelt",1989,186,171
"FB 181","Table 4a","Fish","Topsmelt",1994,69,35
"FB 181","Table 4a","Fish","Topsmelt",1997,133,95
"FB 181","Table 4a","Fish","Trawled fish for animal food",1987,64155,39135
"FB 181","Table 4a","Fish","Trawled fish for animal food",1988,89900,73718
"FB 181","Table 4a","Fish","Trawled fish for animal food",1989,121731,74256
"FB 181","Table 4a","Fish","Trawled fish for animal food",1990,76274,51104
"FB 181","Table 4a","Fish","Trawled fish for animal food",1991,23659,14432
"FB 181","Table 4a","Fish","Trawled fish for animal food",1992,1117,726
"FB 181","Table 4a","Fish","Trawled fish for animal food",1994,44,29
"FB 181","Table 4a","Fish","Trawled fish, unspecified",1998,45,27
"FB 181","Table 4a","Fish","Triggerfish",1987,525,105
"FB 181","Table 4a","Fish","Triggerfish",1988,5,5
"FB 181","Table 4a","Fish","Triggerfish",1989,4,3
"FB 181","Table 4a","Fish","Triggerfish",1992,4,2
"FB 181","Table 4a","Fish","Triggerfish",1993,4,2
"FB 181","Table 4a","Fish","Triggerfish",1994,298,209
"FB 181","Table 4a","Fish","Triggerfish",1997,11,12
"FB 181","Table 4a","Fish","Triggerfish",1999,48,133
"FB 181","Table 4a","Fish","Tuna, albacore",1987,3511483,2076713
"FB 181","Table 4a","Fish","Tuna, albacore",1988,2669518,1774609
"FB 181","Table 4a","Fish","Tuna, albacore",1989,1918907,972170
"FB 181","Table 4a","Fish","Tuna, albacore",1990,1902312,1820271
"FB 181","Table 4a","Fish","Tuna, albacore",1991,1493802,1165818
"FB 181","Table 4a","Fish","Tuna, albacore",1992,2802513,3129151
"FB 181","Table 4a","Fish","Tuna, albacore",1993,4027882,3772396
"FB 181","Table 4a","Fish","Tuna, albacore",1994,6989093,6320708
"FB 181","Table 4a","Fish","Tuna, albacore",1995,1833340,1510437
"FB 181","Table 4a","Fish","Tuna, albacore",1996,11332004,10731960
"FB 181","Table 4a","Fish","Tuna, albacore",1997,7398253,5797422
"FB 181","Table 4a","Fish","Tuna, albacore",1998,5315548,3347768
"FB 181","Table 4a","Fish","Tuna, albacore",1999,12318023,10320614
"FB 181","Table 4a","Fish","Tuna, bigeye",1987,109671,70149
"FB 181","Table 4a","Fish","Tuna, bigeye",1988,14171,20336
"FB 181","Table 4a","Fish","Tuna, bigeye",1989,1374,2413
"FB 181","Table 4a","Fish","Tuna, bigeye",1990,4924,8295
"FB 181","Table 4a","Fish","Tuna, bigeye",1991,16092,45717
"FB 181","Table 4a","Fish","Tuna, bigeye",1992,14701,43135
"FB 181","Table 4a","Fish","Tuna, bigeye",1993,56310,209792
"FB 181","Table 4a","Fish","Tuna, bigeye",1994,83238,307349
"FB 181","Table 4a","Fish","Tuna, bigeye",1995,85475,259527
"FB 181","Table 4a","Fish","Tuna, bigeye",1996,111005,263993
"FB 181","Table 4a","Fish","Tuna, bigeye",1997,167015,349667
"FB 181","Table 4a","Fish","Tuna, bigeye",1998,100376,271931
"FB 181","Table 4a","Fish","Tuna, bigeye",1999,216306,669741
"FB 181","Table 4a","Fish","Tuna, blackfin",1987,1154,866
"FB 181","Table 4a","Fish","Tuna, blackfin",1993,890,890
"FB 181","Table 4a","Fish","Tuna, bluefin",1987,1814038,2294248
"FB 181","Table 4a","Fish","Tuna, bluefin",1988,1771704,2732567
"FB 181","Table 4a","Fish","Tuna, bluefin",1989,2246117,785784
"FB 181","Table 4a","Fish","Tuna, bluefin",1990,2040069,1630756
"FB 181","Table 4a","Fish","Tuna, bluefin",1991,228895,115514
"FB 181","Table 4a","Fish","Tuna, bluefin",1992,2396650,1244456
"FB 181","Table 4a","Fish","Tuna, bluefin",1993,1231796,785212
"FB 181","Table 4a","Fish","Tuna, bluefin",1994,2012277,1678673
"FB 181","Table 4a","Fish","Tuna, bluefin",1995,1368432,974248
"FB 181","Table 4a","Fish","Tuna, bluefin",1996,10327599,4042445
"FB 181","Table 4a","Fish","Tuna, bluefin",1997,4958129,2688981
"FB 181","Table 4a","Fish","Tuna, bluefin",1998,4282466,2852225
"FB 181","Table 4a","Fish","Tuna, bluefin",1999,364680,1067840
"FB 181","Table 4a","Fish","Tuna, longtail",1994,82,98
"FB 181","Table 4a","Fish","Tuna, skipjack",1987,12619100,5478
"FB 181","Table 4a","Fish","Tuna, skipjack",1988,19539462,788642
"FB 181","Table 4a","Fish","Tuna, skipjack",1989,9932414,29636
"FB 181","Table 4a","Fish","Tuna, skipjack",1990,4972810,1728506
"FB 181","Table 4a","Fish","Tuna, skipjack",1991,7511801,2272981
"FB 181","Table 4a","Fish","Tuna, skipjack",1992,5700648,970500
"FB 181","Table 4a","Fish","Tuna, skipjack",1993,10006587,2417196
"FB 181","Table 4a","Fish","Tuna, skipjack",1994,4653967,1751403
"FB 181","Table 4a","Fish","Tuna, skipjack",1995,15327491,4789673
"FB 181","Table 4a","Fish","Tuna, skipjack",1996,12024568,3984396
"FB 181","Table 4a","Fish","Tuna, skipjack",1997,13387085,5556802
"FB 181","Table 4a","Fish","Tuna, skipjack",1998,12614505,5230061
"FB 181","Table 4a","Fish","Tuna, skipjack",1999,8286038,2748207
"FB 181","Table 4a","Fish","Tuna, skipjack, black",1989,360,687
"FB 181","Table 4a","Fish","Tuna, skipjack, black",1993,137980,28976
"FB 181","Table 4a","Fish","Tuna, skipjack, black",1994,176460,35292
"FB 181","Table 4a","Fish","Tuna, skipjack, black",1995,221937,48737
"FB 181","Table 4a","Fish","Tuna, skipjack, black",1996,184420,37067
"FB 181","Table 4a","Fish","Tuna, skipjack, black",1997,91867,20670
"FB 181","Table 4a","Fish","Tuna, skipjack, black",1998,509362,151575
"FB 181","Table 4a","Fish","Tuna, skipjack, black",1999,197308,61033
"FB 181","Table 4a","Fish","Tuna, unspecified",1987,283784,448055
"FB 181","Table 4a","Fish","Tuna, unspecified",1988,24205,49588
"FB 181","Table 4a","Fish","Tuna, unspecified",1989,169037,298616
"FB 181","Table 4a","Fish","Tuna, unspecified",1990,101520,76834
"FB 181","Table 4a","Fish","Tuna, unspecified",1991,25290,20994
"FB 181","Table 4a","Fish","Tuna, unspecified",1992,22466,21532
"FB 181","Table 4a","Fish","Tuna, unspecified",1993,35229,70659
"FB 181","Table 4a","Fish","Tuna, unspecified",1994,70963,70274
"FB 181","Table 4a","Fish","Tuna, unspecified",1995,3036,6367
"FB 181","Table 4a","Fish","Tuna, unspecified",1996,6948,32081
"FB 181","Table 4a","Fish","Tuna, unspecified",1997,23369,19059
"FB 181","Table 4a","Fish","Tuna, unspecified",1998,23832,61685
"FB 181","Table 4a","Fish","Tuna, unspecified",1999,24660,60851
"FB 181","Table 4a","Fish","Tuna, yellowfin",1987,51148999,914323
"FB 181","Table 4a","Fish","Tuna, yellowfin",1988,43033184,3009702
"FB 181","Table 4a","Fish","Tuna, yellowfin",1989,38834295,558575
"FB 181","Table 4a","Fish","Tuna, yellowfin",1990,18759198,21291712
"FB 181","Table 4a","Fish","Tuna, yellowfin",1991,9209748,9592636
"FB 181","Table 4a","Fish","Tuna, yellowfin",1992,7384579,4976279
"FB 181","Table 4a","Fish","Tuna, yellowfin",1993,8275912,6127052
"FB 181","Table 4a","Fish","Tuna, yellowfin",1994,11142007,4517965
"FB 181","Table 4a","Fish","Tuna, yellowfin",1995,6543938,2972220
"FB 181","Table 4a","Fish","Tuna, yellowfin",1996,7376320,3140444
"FB 181","Table 4a","Fish","Tuna, yellowfin",1997,10524823,5026131
"FB 181","Table 4a","Fish","Tuna, yellowfin",1998,12736163,5779220
"FB 181","Table 4a","Fish","Tuna, yellowfin",1999,2981179,1444180
"FB 181","Table 4a","Fish","Turbot",1987,42582,13940
"FB 181","Table 4a","Fish","Turbot",1988,23810,8039
"FB 181","Table 4a","Fish","Turbot",1989,30573,7302
"FB 181","Table 4a","Fish","Turbot",1990,20161,6548
"FB 181","Table 4a","Fish","Turbot",1991,20574,6532
"FB 181","Table 4a","Fish","Turbot",1992,26855,7639
"FB 181","Table 4a","Fish","Turbot",1993,17262,5320
"FB 181","Table 4a","Fish","Turbot",1994,10055,2815
"FB 181","Table 4a","Fish","Turbot",1995,14961,3295
"FB 181","Table 4a","Fish","Turbot",1996,16450,4615
"FB 181","Table 4a","Fish","Turbot",1997,20905,7201
"FB 181","Table 4a","Fish","Turbot",1998,11473,4141
"FB 181","Table 4a","Fish","Turbot",1999,8020,2983
"FB 181","Table 4a","Fish","Turbot, c-o",1994,106,53
"FB 181","Table 4a","Fish","Turbot, curlfin",1994,211,53
"FB 181","Table 4a","Fish","Turbot, curlfin",1995,275,158
"FB 181","Table 4a","Fish","Turbot, curlfin",1997,5,2
"FB 181","Table 4a","Fish","Turbot, curlfin",1998,30,30
"FB 181","Table 4a","Fish","Turbot, curlfin",1999,90,68
"FB 181","Table 4a","Fish","Turbot, diamond",1992,15,8
"FB 181","Table 4a","Fish","Turbot, hornyhead",1995,333,119
"FB 181","Table 4a","Fish","Turbot, hornyhead",1996,105,37
"FB 181","Table 4a","Fish","Turbot, hornyhead",1998,34,12
"FB 181","Table 4a","Fish","Wahoo",1987,23328,11294
"FB 181","Table 4a","Fish","Wahoo",1988,2714,4642
"FB 181","Table 4a","Fish","Wahoo",1989,238,602
"FB 181","Table 4a","Fish","Wahoo",1990,10587,6957
"FB 181","Table 4a","Fish","Wahoo",1991,7610,3454
"FB 181","Table 4a","Fish","Wahoo",1992,19450,15970
"FB 181","Table 4a","Fish","Wahoo",1993,15342,11046
"FB 181","Table 4a","Fish","Wahoo",1994,4533,4521
"FB 181","Table 4a","Fish","Wahoo",1995,5954,4141
"FB 181","Table 4a","Fish","Wahoo",1996,3452,3547
"FB 181","Table 4a","Fish","Wahoo",1997,16248,8689
"FB 181","Table 4a","Fish","Wahoo",1998,18988,16290
"FB 181","Table 4a","Fish","Wahoo",1999,4161,4102
"FB 181","Table 4a","Fish","Whitefish, ocean",1987,7036,2766
"FB 181","Table 4a","Fish","Whitefish, ocean",1988,3095,2172
"FB 181","Table 4a","Fish","Whitefish, ocean",1989,3174,3079
"FB 181","Table 4a","Fish","Whitefish, ocean",1990,6067,5456
"FB 181","Table 4a","Fish","Whitefish, ocean",1991,5014,3396
"FB 181","Table 4a","Fish","Whitefish, ocean",1992,5886,4538
"FB 181","Table 4a","Fish","Whitefish, ocean",1993,10380,10367
"FB 181","Table 4a","Fish","Whitefish, ocean",1994,50746,32309
"FB 181","Table 4a","Fish","Whitefish, ocean",1995,27822,15704
"FB 181","Table 4a","Fish","Whitefish, ocean",1996,31450,20438
"FB 181","Table 4a","Fish","Whitefish, ocean",1997,21232,16475
"FB 181","Table 4a","Fish","Whitefish, ocean",1998,23857,29215
"FB 181","Table 4a","Fish","Whitefish, ocean",1999,11188,22307
"FB 181","Table 4a","Fish","Whiting, Pacific",1987,9959960,610541
"FB 181","Table 4a","Fish","Whiting, Pacific",1988,14401883,978338
"FB 181","Table 4a","Fish","Whiting, Pacific",1989,16089053,911376
"FB 181","Table 4a","Fish","Whiting, Pacific",1990,12166679,793201
"FB 181","Table 4a","Fish","Whiting, Pacific",1991,15196943,886944
"FB 181","Table 4a","Fish","Whiting, Pacific",1992,10868278,597377
"FB 181","Table 4a","Fish","Whiting, Pacific",1993,6834597,343358
"FB 181","Table 4a","Fish","Whiting, Pacific",1994,7964783,353990
"FB 181","Table 4a","Fish","Whiting, Pacific",1995,9018285,456482
"FB 181","Table 4a","Fish","Whiting, Pacific",1996,6395184,238893
"FB 181","Table 4a","Fish","Whiting, Pacific",1997,14028191,607223
"FB 181","Table 4a","Fish","Whiting, Pacific",1998,12617919,394216
"FB 181","Table 4a","Fish","Whiting, Pacific",1999,2883014,115612
"FB 181","Table 4a","Fish","Wrasse, rock",1988,1,90
"FB 181","Table 4a","Fish","Wrasse, rock",1994,4,14
"FB 181","Table 4a","Fish","Yellowtail",1987,56853,55644
"FB 181","Table 4a","Fish","Yellowtail",1988,85118,74899
"FB 181","Table 4a","Fish","Yellowtail",1989,28321,30935
"FB 181","Table 4a","Fish","Yellowtail",1990,40312,42660
"FB 181","Table 4a","Fish","Yellowtail",1991,21549,22557
"FB 181","Table 4a","Fish","Yellowtail",1992,15281,15340
"FB 181","Table 4a","Fish","Yellowtail",1993,59066,67519
"FB 181","Table 4a","Fish","Yellowtail",1994,31992,45664
"FB 181","Table 4a","Fish","Yellowtail",1995,9789,12040
"FB 181","Table 4a","Fish","Yellowtail",1996,29680,38605
"FB 181","Table 4a","Fish","Yellowtail",1997,73428,79007
"FB 181","Table 4a","Fish","Yellowtail",1998,244858,249393
"FB 181","Table 4a","Fish","Yellowtail",1999,66620,72142
"FB 181","Table 4a","Fish","Zebraperch",1987,218,185
"FB 181","Table 4a","Fish","Zebraperch",1988,232,197
"FB 181","Table 4a","Fish","Zebraperch",1990,1519,1095
"FB 181","Table 4a","Fish","Zebraperch",1991,11,13
"FB 181","Table 4a","Fish","Zebraperch",1992,630,444
"FB 181","Table 4a","Fish","Zebraperch",1996,5,10
"FB 181","Table 4a","Fish","Zebraperch",1997,1060,795
"FB 181","Table 4a","Fish","Zebraperch",1998,40,40
"FB 181","Table 4b","Rockfish","Rockfish, aurora",1993,332,481
"FB 181","Table 4b","Rockfish","Rockfish, aurora",1997,97,114
"FB 181","Table 4b","Rockfish","Rockfish, aurora",1998,4,3
"FB 181","Table 4b","Rockfish","Rockfish, bank",1987,80657,33542
"FB 181","Table 4b","Rockfish","Rockfish, bank",1988,113561,27389
"FB 181","Table 4b","Rockfish","Rockfish, bank",1989,35467,7193
"FB 181","Table 4b","Rockfish","Rockfish, bank",1990,35317,11630
"FB 181","Table 4b","Rockfish","Rockfish, bank",1991,91414,32000
"FB 181","Table 4b","Rockfish","Rockfish, bank",1992,27715,9800
"FB 181","Table 4b","Rockfish","Rockfish, bank",1993,99524,40684
"FB 181","Table 4b","Rockfish","Rockfish, bank",1994,55867,24766
"FB 181","Table 4b","Rockfish","Rockfish, bank",1995,106376,46460
"FB 181","Table 4b","Rockfish","Rockfish, bank",1996,66639,28833
"FB 181","Table 4b","Rockfish","Rockfish, bank",1997,81466,33974
"FB 181","Table 4b","Rockfish","Rockfish, bank",1998,451477,207119
"FB 181","Table 4b","Rockfish","Rockfish, bank",1999,27166,12833
"FB 181","Table 4b","Rockfish","Rockfish, black",1987,42402,15452
"FB 181","Table 4b","Rockfish","Rockfish, black",1988,61385,26967
"FB 181","Table 4b","Rockfish","Rockfish, black",1989,230297,82336
"FB 181","Table 4b","Rockfish","Rockfish, black",1990,284390,119876
"FB 181","Table 4b","Rockfish","Rockfish, black",1991,277053,109381
"FB 181","Table 4b","Rockfish","Rockfish, black",1992,194145,85535
"FB 181","Table 4b","Rockfish","Rockfish, black",1993,85711,41684
"FB 181","Table 4b","Rockfish","Rockfish, black",1994,248713,117568
"FB 181","Table 4b","Rockfish","Rockfish, black",1995,244928,130038
"FB 181","Table 4b","Rockfish","Rockfish, black",1996,272928,152812
"FB 181","Table 4b","Rockfish","Rockfish, black",1997,269332,155543
"FB 181","Table 4b","Rockfish","Rockfish, black",1998,188642,104802
"FB 181","Table 4b","Rockfish","Rockfish, black",1999,130194,98715
"FB 181","Table 4b","Rockfish","Rockfish, black-and-yellow",1987,222,103
"FB 181","Table 4b","Rockfish","Rockfish, black-and-yellow",1988,44,18
"FB 181","Table 4b","Rockfish","Rockfish, black-and-yellow",1989,13,17
"FB 181","Table 4b","Rockfish","Rockfish, black-and-yellow",1991,41,35
"FB 181","Table 4b","Rockfish","Rockfish, black-and-yellow",1993,80,40
"FB 181","Table 4b","Rockfish","Rockfish, black-and-yellow",1994,5,3
"FB 181","Table 4b","Rockfish","Rockfish, black-and-yellow",1996,7,30
"FB 181","Table 4b","Rockfish","Rockfish, black-and-yellow",1997,889,3066
"FB 181","Table 4b","Rockfish","Rockfish, black-and-yellow",1998,2063,5460
"FB 181","Table 4b","Rockfish","Rockfish, black-and-yellow",1999,23581,102634
"FB 181","Table 4b","Rockfish","Rockfish, blackgill",1987,455711,237182
"FB 181","Table 4b","Rockfish","Rockfish, blackgill",1988,649016,317067
"FB 181","Table 4b","Rockfish","Rockfish, blackgill",1989,602888,337567
"FB 181","Table 4b","Rockfish","Rockfish, blackgill",1990,510549,323936
"FB 181","Table 4b","Rockfish","Rockfish, blackgill",1991,618695,377212
"FB 181","Table 4b","Rockfish","Rockfish, blackgill",1992,688650,382856
"FB 181","Table 4b","Rockfish","Rockfish, blackgill",1993,490442,282994
"FB 181","Table 4b","Rockfish","Rockfish, blackgill",1994,579005,403854
"FB 181","Table 4b","Rockfish","Rockfish, blackgill",1995,411473,279173
"FB 181","Table 4b","Rockfish","Rockfish, blackgill",1996,479860,354919
"FB 181","Table 4b","Rockfish","Rockfish, blackgill",1997,414246,278240
"FB 181","Table 4b","Rockfish","Rockfish, blackgill",1998,348550,238846
"FB 181","Table 4b","Rockfish","Rockfish, blackgill",1999,77867,57397
"FB 181","Table 4b","Rockfish","Rockfish, blue",1987,21735,7610
"FB 181","Table 4b","Rockfish","Rockfish, blue",1988,21389,7245
"FB 181","Table 4b","Rockfish","Rockfish, blue",1989,37938,14082
"FB 181","Table 4b","Rockfish","Rockfish, blue",1990,45029,20348
"FB 181","Table 4b","Rockfish","Rockfish, blue",1991,19439,8356
"FB 181","Table 4b","Rockfish","Rockfish, blue",1992,27419,12095
"FB 181","Table 4b","Rockfish","Rockfish, blue",1993,26269,14584
"FB 181","Table 4b","Rockfish","Rockfish, blue",1994,73600,39314
"FB 181","Table 4b","Rockfish","Rockfish, blue",1995,40356,23336
"FB 181","Table 4b","Rockfish","Rockfish, blue",1996,25311,15351
"FB 181","Table 4b","Rockfish","Rockfish, blue",1997,86180,49700
"FB 181","Table 4b","Rockfish","Rockfish, blue",1998,92215,57707
"FB 181","Table 4b","Rockfish","Rockfish, blue",1999,30423,24788
"FB 181","Table 4b","Rockfish","Rockfish, bocaccio",1988,27,13
"FB 181","Table 4b","Rockfish","Rockfish, bocaccio",1989,3,1
"FB 181","Table 4b","Rockfish","Rockfish, bocaccio",1990,5741,1630
"FB 181","Table 4b","Rockfish","Rockfish, bocaccio",1991,2163113,725640
"FB 181","Table 4b","Rockfish","Rockfish, bocaccio",1992,2994177,1120121
"FB 181","Table 4b","Rockfish","Rockfish, bocaccio",1993,2575401,978095
"FB 181","Table 4b","Rockfish","Rockfish, bocaccio",1994,1883077,763518
"FB 181","Table 4b","Rockfish","Rockfish, bocaccio",1995,1678908,735044
"FB 181","Table 4b","Rockfish","Rockfish, bocaccio",1996,1022044,431416
"FB 181","Table 4b","Rockfish","Rockfish, bocaccio",1997,599972,261093
"FB 181","Table 4b","Rockfish","Rockfish, bocaccio",1998,298388,149332
"FB 181","Table 4b","Rockfish","Rockfish, bocaccio",1999,156872,84732
"FB 181","Table 4b","Rockfish","Rockfish, bronzespotted",1991,8,2
"FB 181","Table 4b","Rockfish","Rockfish, bronzespotted",1992,13,3
"FB 181","Table 4b","Rockfish","Rockfish, bronzespotted",1993,31,11
"FB 181","Table 4b","Rockfish","Rockfish, bronzespotted",1994,54,41
"FB 181","Table 4b","Rockfish","Rockfish, bronzespotted",1995,627,627
"FB 181","Table 4b","Rockfish","Rockfish, bronzespotted",1997,16,7
"FB 181","Table 4b","Rockfish","Rockfish, bronzespotted",1998,137,150
"FB 181","Table 4b","Rockfish","Rockfish, brown",1987,9257,3782
"FB 181","Table 4b","Rockfish","Rockfish, brown",1988,28355,9107
"FB 181","Table 4b","Rockfish","Rockfish, brown",1989,60474,16614
"FB 181","Table 4b","Rockfish","Rockfish, brown",1990,28239,13307
"FB 181","Table 4b","Rockfish","Rockfish, brown",1991,3061,1240
"FB 181","Table 4b","Rockfish","Rockfish, brown",1992,11166,5425
"FB 181","Table 4b","Rockfish","Rockfish, brown",1993,8343,3657
"FB 181","Table 4b","Rockfish","Rockfish, brown",1994,9200,9590
"FB 181","Table 4b","Rockfish","Rockfish, brown",1995,3843,5243
"FB 181","Table 4b","Rockfish","Rockfish, brown",1996,2729,3807
"FB 181","Table 4b","Rockfish","Rockfish, brown",1997,6612,3369
"FB 181","Table 4b","Rockfish","Rockfish, brown",1998,13012,12490
"FB 181","Table 4b","Rockfish","Rockfish, brown",1999,24502,41507
"FB 181","Table 4b","Rockfish","Rockfish, canary",1987,3868,2391
"FB 181","Table 4b","Rockfish","Rockfish, canary",1988,5481,3543
"FB 181","Table 4b","Rockfish","Rockfish, canary",1989,7719,5865
"FB 181","Table 4b","Rockfish","Rockfish, canary",1990,104073,73028
"FB 181","Table 4b","Rockfish","Rockfish, canary",1991,60737,40167
"FB 181","Table 4b","Rockfish","Rockfish, canary",1992,107805,68267
"FB 181","Table 4b","Rockfish","Rockfish, canary",1993,84992,43532
"FB 181","Table 4b","Rockfish","Rockfish, canary",1994,205338,146615
"FB 181","Table 4b","Rockfish","Rockfish, canary",1995,341969,219914
"FB 181","Table 4b","Rockfish","Rockfish, canary",1996,404248,256227
"FB 181","Table 4b","Rockfish","Rockfish, canary",1997,477672,321791
"FB 181","Table 4b","Rockfish","Rockfish, canary",1998,399489,240086
"FB 181","Table 4b","Rockfish","Rockfish, canary",1999,239625,162052
"FB 181","Table 4b","Rockfish","Rockfish, chameleon",1992,6,2
"FB 181","Table 4b","Rockfish","Rockfish, chameleon",1998,18,14
"FB 181","Table 4b","Rockfish","Rockfish, chilipepper",1987,7604,3123
"FB 181","Table 4b","Rockfish","Rockfish, chilipepper",1988,18004,6083
"FB 181","Table 4b","Rockfish","Rockfish, chilipepper",1989,35487,11276
"FB 181","Table 4b","Rockfish","Rockfish, chilipepper",1990,9204,3836
"FB 181","Table 4b","Rockfish","Rockfish, chilipepper",1991,1937001,661436
"FB 181","Table 4b","Rockfish","Rockfish, chilipepper",1992,3303642,1177028
"FB 181","Table 4b","Rockfish","Rockfish, chilipepper",1993,2074784,814037
"FB 181","Table 4b","Rockfish","Rockfish, chilipepper",1994,2682990,1182397
"FB 181","Table 4b","Rockfish","Rockfish, chilipepper",1995,2819834,1275636
"FB 181","Table 4b","Rockfish","Rockfish, chilipepper",1996,2749430,1190742
"FB 181","Table 4b","Rockfish","Rockfish, chilipepper",1997,2802935,1239134
"FB 181","Table 4b","Rockfish","Rockfish, chilipepper",1998,2052347,920537
"FB 181","Table 4b","Rockfish","Rockfish, chilipepper",1999,1936287,889318
"FB 181","Table 4b","Rockfish","Rockfish, China",1987,12766,8085
"FB 181","Table 4b","Rockfish","Rockfish, China",1988,17874,12918
"FB 181","Table 4b","Rockfish","Rockfish, China",1989,12637,8535
"FB 181","Table 4b","Rockfish","Rockfish, China",1990,13331,11858
"FB 181","Table 4b","Rockfish","Rockfish, China",1991,17997,21260
"FB 181","Table 4b","Rockfish","Rockfish, China",1992,11962,14071
"FB 181","Table 4b","Rockfish","Rockfish, China",1993,10324,17281
"FB 181","Table 4b","Rockfish","Rockfish, China",1994,67963,124167
"FB 181","Table 4b","Rockfish","Rockfish, China",1995,58156,108771
"FB 181","Table 4b","Rockfish","Rockfish, China",1996,38388,70260
"FB 181","Table 4b","Rockfish","Rockfish, China",1997,47657,106259
"FB 181","Table 4b","Rockfish","Rockfish, China",1998,21837,61711
"FB 181","Table 4b","Rockfish","Rockfish, China",1999,14362,55535
"FB 181","Table 4b","Rockfish","Rockfish, copper",1987,6348,4137
"FB 181","Table 4b","Rockfish","Rockfish, copper",1988,3935,2637
"FB 181","Table 4b","Rockfish","Rockfish, copper",1989,27420,12134
"FB 181","Table 4b","Rockfish","Rockfish, copper",1990,56812,30265
"FB 181","Table 4b","Rockfish","Rockfish, copper",1991,36183,20720
"FB 181","Table 4b","Rockfish","Rockfish, copper",1992,37439,19945
"FB 181","Table 4b","Rockfish","Rockfish, copper",1993,15804,12640
"FB 181","Table 4b","Rockfish","Rockfish, copper",1994,76832,110748
"FB 181","Table 4b","Rockfish","Rockfish, copper",1995,97591,137132
"FB 181","Table 4b","Rockfish","Rockfish, copper",1996,141988,203733
"FB 181","Table 4b","Rockfish","Rockfish, copper",1997,100456,118404
"FB 181","Table 4b","Rockfish","Rockfish, copper",1998,66148,84277
"FB 181","Table 4b","Rockfish","Rockfish, copper",1999,35418,65756
"FB 181","Table 4b","Rockfish","Rockfish, copper (whitebelly)",1987,689,646
"FB 181","Table 4b","Rockfish","Rockfish, copper (whitebelly)",1988,710,650
"FB 181","Table 4b","Rockfish","Rockfish, copper (whitebelly)",1989,1716,1075
"FB 181","Table 4b","Rockfish","Rockfish, copper (whitebelly)",1990,2615,1836
"FB 181","Table 4b","Rockfish","Rockfish, copper (whitebelly)",1991,10375,8060
"FB 181","Table 4b","Rockfish","Rockfish, copper (whitebelly)",1992,6414,5035
"FB 181","Table 4b","Rockfish","Rockfish, copper (whitebelly)",1993,5339,5347
"FB 181","Table 4b","Rockfish","Rockfish, copper (whitebelly)",1994,25,30
"FB 181","Table 4b","Rockfish","Rockfish, copper (whitebelly)",1997,597,612
"FB 181","Table 4b","Rockfish","Rockfish, copper (whitebelly)",1998,10,10
"FB 181","Table 4b","Rockfish","Rockfish, copper (whitebelly)",1999,48,144
"FB 181","Table 4b","Rockfish","Rockfish, cowcod",1987,102849,92089
"FB 181","Table 4b","Rockfish","Rockfish, cowcod",1988,41627,43851
"FB 181","Table 4b","Rockfish","Rockfish, cowcod",1989,53789,39552
"FB 181","Table 4b","Rockfish","Rockfish, cowcod",1990,35733,36540
"FB 181","Table 4b","Rockfish","Rockfish, cowcod",1991,15180,20041
"FB 181","Table 4b","Rockfish","Rockfish, cowcod",1992,25517,30788
"FB 181","Table 4b","Rockfish","Rockfish, cowcod",1993,30391,37832
"FB 181","Table 4b","Rockfish","Rockfish, cowcod",1994,33596,39335
"FB 181","Table 4b","Rockfish","Rockfish, cowcod",1995,52129,60196
"FB 181","Table 4b","Rockfish","Rockfish, cowcod",1996,34007,36094
"FB 181","Table 4b","Rockfish","Rockfish, cowcod",1997,21625,23319
"FB 181","Table 4b","Rockfish","Rockfish, cowcod",1998,25768,35154
"FB 181","Table 4b","Rockfish","Rockfish, cowcod",1999,6809,8717
"FB 181","Table 4b","Rockfish","Rockfish, darkblotched",1996,10078,4636
"FB 181","Table 4b","Rockfish","Rockfish, darkblotched",1997,25513,9808
"FB 181","Table 4b","Rockfish","Rockfish, darkblotched",1998,8203,339
