"source","table","category","species","year","landings_lb","value_usd"
"FB 181","Table 4a","Fish","Smelt, surf",1997,847022,192921
"FB 181","Table 4a","Fish","Smelt, surf",1998,103397,30683
"FB 181","Table 4a","Fish","Smelt, surf",1999,11611,3577
"FB 181","Table 4a","Fish","Smelt, whitebait",1987,487819,146790
"FB 181","Table 4a","Fish","Smelt, whitebait",1988,449070,137313
"FB 181","Table 4a","Fish","Smelt, whitebait",1989,394581,120070
"FB 181","Table 4a","Fish","Smelt, whitebait",1990,52675,19039
"FB 181","Table 4a","Fish","Smelt, whitebait",1991,26761,8550
"FB 181","Table 4a","Fish","Smelt, whitebait",1992,53910,14233
"FB 181","Table 4a","Fish","Smelt, whitebait",1993,8864,2697
"FB 181","Table 4a","Fish","Smelt, whitebait",1994,1610,615
"FB 181","Table 4a","Fish","Smelt, whitebait",1995,5855,3806
"FB 181","Table 4a","Fish","Smelt, whitebait",1996,1995,1082
"FB 181","Table 4a","Fish","Smelt, whitebait",1997,40,10
"FB 181","Table 4a","Fish","Smelt, whitebait",1999,1519,288
"FB 181","Table 4a","Fish","Smelts, true",1987,434618,68822
"FB 181","Table 4a","Fish","Smelts, true",1988,395662,60545
"FB 181","Table 4a","Fish","Smelts, true",1989,80739,13002
"FB 181","Table 4a","Fish","Smelts, true",1990,5200,1751
"FB 181","Table 4a","Fish","Smelts, true",1991,4713,1373
"FB 181","Table 4a","Fish","Smelts, true",1992,554,386
"FB 181","Table 4a","Fish","Smelts, true",1993,3486,879
"FB 181","Table 4a","Fish","Smelts, true",1994,3584,3233
"FB 181","Table 4a","Fish","Smelts, true",1995,5829,2898
"FB 181","Table 4a","Fish","Smelts, true",1997,100,48
"FB 181","Table 4a","Fish","Smelts, true",1998,219,153
"FB 181","Table 4a","Fish","Smelts, true",1999,1794,717
"FB 181","Table 4a","Fish","Snapper -Mexico-",1994,9,4
"FB 181","Table 4a","Fish","Sole, bigmouth",1987,178,45
"FB 181","Table 4a","Fish","Sole, bigmouth",1991,202,77
"FB 181","Table 4a","Fish","Sole, bigmouth",1992,20,20
"FB 181","Table 4a","Fish","Sole, bigmouth",1995,103,64
"FB 181","Table 4a","Fish","Sole, bigmouth",1997,3,1
"FB 181","Table 4a","Fish","Sole, butter",1987,32794,6269
"FB 181","Table 4a","Fish","Sole, butter",1988,9962,2128
"FB 181","Table 4a","Fish","Sole, butter",1989,3611,539
"FB 181","Table 4a","Fish","Sole, butter",1990,2429,845
"FB 181","Table 4a","Fish","Sole, butter",1991,1774,537
"FB 181","Table 4a","Fish","Sole, butter",1992,15,10
"FB 181","Table 4a","Fish","Sole, butter",1993,993,325
"FB 181","Table 4a","Fish","Sole, butter",1994,262,105
"FB 181","Table 4a","Fish","Sole, butter",1996,1897,1648
"FB 181","Table 4a","Fish","Sole, butter",1997,57,21
"FB 181","Table 4a","Fish","Sole, butter",1998,6,2
"FB 181","Table 4a","Fish","Sole, butter",1999,55,24
"FB 181","Table 4a","Fish","Sole, Dover",1987,23723647,6368720
"FB 181","Table 4a","Fish","Sole, Dover",1988,18071140,5285117
"FB 181","Table 4a","Fish","Sole, Dover",1989,17027320,4484889
"FB 181","Table 4a","Fish","Sole, Dover",1990,13933131,3672285
"FB 181","Table 4a","Fish","Sole, Dover",1991,17021228,5059314
"FB 181","Table 4a","Fish","Sole, Dover",1992,19054146,5414020
"FB 181","Table 4a","Fish","Sole, Dover",1993,14426111,3924129
"FB 181","Table 4a","Fish","Sole, Dover",1994,9888498,2904261
"FB 181","Table 4a","Fish","Sole, Dover",1995,13417995,4293648
"FB 181","Table 4a","Fish","Sole, Dover",1996,14107539,4245105
"FB 181","Table 4a","Fish","Sole, Dover",1997,11693676,3360089
"FB 181","Table 4a","Fish","Sole, Dover",1998,7900722,2670791
"FB 181","Table 4a","Fish","Sole, Dover",1999,8434519,2800814
"FB 181","Table 4a","Fish","Sole, English",1987,2914757,1152143
"FB 181","Table 4a","Fish","Sole, English",1988,2351349,940724
"FB 181","Table 4a","Fish","Sole, English",1989,2321579,873285
"FB 181","Table 4a","Fish","Sole, English",1990,1967038,682100
"FB 181","Table 4a","Fish","Sole, English",1991,1789770,664297
"FB 181","Table 4a","Fish","Sole, English",1992,1268119,464067
"FB 181","Table 4a","Fish","Sole, English",1993,1044544,367102
"FB 181","Table 4a","Fish","Sole, English",1994,1019534,379473
"FB 181","Table 4a","Fish","Sole, English",1995,1101103,426130
"FB 181","Table 4a","Fish","Sole, English",1996,1281212,478519
"FB 181","Table 4a","Fish","Sole, English",1997,1430131,493343
"FB 181","Table 4a","Fish","Sole, English",1998,940527,343840
"FB 181","Table 4a","Fish","Sole, English",1999,840107,290949
"FB 181","Table 4a","Fish","Sole, fantail",1987,29901,6020
"FB 181","Table 4a","Fish","Sole, fantail",1988,67589,24419
"FB 181","Table 4a","Fish","Sole, fantail",1989,93253,36779
"FB 181","Table 4a","Fish","Sole, fantail",1990,317,238
"FB 181","Table 4a","Fish","Sole, fantail",1991,2729,1630
"FB 181","Table 4a","Fish","Sole, fantail",1992,4439,2446
"FB 181","Table 4a","Fish","Sole, fantail",1993,1129,556
"FB 181","Table 4a","Fish","Sole, fantail",1994,476,380
"FB 181","Table 4a","Fish","Sole, fantail",1995,527,465
"FB 181","Table 4a","Fish","Sole, fantail",1996,1534,1544
"FB 181","Table 4a","Fish","Sole, fantail",1997,224,207
"FB 181","Table 4a","Fish","Sole, fantail",1998,1889,1398
"FB 181","Table 4a","Fish","Sole, fantail",1999,684,456
"FB 181","Table 4a","Fish","Sole, petrale",1987,1815848,1390414
"FB 181","Table 4a","Fish","Sole, petrale",1988,1752935,1346999
"FB 181","Table 4a","Fish","Sole, petrale",1989,1853223,1450391
"FB 181","Table 4a","Fish","Sole, petrale",1990,1495649,1221002
"FB 181","Table 4a","Fish","Sole, petrale",1991,1620124,1331403
"FB 181","Table 4a","Fish","Sole, petrale",1992,1172949,938151
"FB 181","Table 4a","Fish","Sole, petrale",1993,1021859,824601
"FB 181","Table 4a","Fish","Sole, petrale",1994,1211845,1037680
"FB 181","Table 4a","Fish","Sole, petrale",1995,1305154,1193853
"FB 181","Table 4a","Fish","Sole, petrale",1996,1803639,1615539
"FB 181","Table 4a","Fish","Sole, petrale",1997,1836090,1635933
"FB 181","Table 4a","Fish","Sole, petrale",1998,1042122,995843
"FB 181","Table 4a","Fish","Sole, petrale",1999,1247391,1165621
"FB 181","Table 4a","Fish","Sole, rex",1987,1818775,649399
"FB 181","Table 4a","Fish","Sole, rex",1988,1854323,695984
"FB 181","Table 4a","Fish","Sole, rex",1989,1651683,606943
"FB 181","Table 4a","Fish","Sole, rex",1990,1226689,427388
"FB 181","Table 4a","Fish","Sole, rex",1991,1369558,489357
"FB 181","Table 4a","Fish","Sole, rex",1992,970859,341729
"FB 181","Table 4a","Fish","Sole, rex",1993,1007925,364269
"FB 181","Table 4a","Fish","Sole, rex",1994,1256861,475495
"FB 181","Table 4a","Fish","Sole, rex",1995,1517177,599554
"FB 181","Table 4a","Fish","Sole, rex",1996,1097983,409423
"FB 181","Table 4a","Fish","Sole, rex",1997,1000369,362639
"FB 181","Table 4a","Fish","Sole, rex",1998,638160,242359
"FB 181","Table 4a","Fish","Sole, rex",1999,629783,244256
"FB 181","Table 4a","Fish","Sole, rock",1987,9151,3762
"FB 181","Table 4a","Fish","Sole, rock",1988,12064,5405
"FB 181","Table 4a","Fish","Sole, rock",1989,22070,8979
"FB 181","Table 4a","Fish","Sole, rock",1990,15659,5764
"FB 181","Table 4a","Fish","Sole, rock",1991,14618,5329
"FB 181","Table 4a","Fish","Sole, rock",1992,9434,3936
"FB 181","Table 4a","Fish","Sole, rock",1993,14971,7096
"FB 181","Table 4a","Fish","Sole, rock",1994,8400,3624
"FB 181","Table 4a","Fish","Sole, rock",1995,15691,7318
"FB 181","Table 4a","Fish","Sole, rock",1996,7822,3370
"FB 181","Table 4a","Fish","Sole, rock",1997,20762,8405
"FB 181","Table 4a","Fish","Sole, rock",1998,21506,9653
"FB 181","Table 4a","Fish","Sole, rock",1999,14515,6387
"FB 181","Table 4a","Fish","Sole, sand",1987,336256,245295
"FB 181","Table 4a","Fish","Sole, sand",1988,247970,184864
"FB 181","Table 4a","Fish","Sole, sand",1989,244088,179200
"FB 181","Table 4a","Fish","Sole, sand",1990,207528,156514
"FB 181","Table 4a","Fish","Sole, sand",1991,144703,107671
"FB 181","Table 4a","Fish","Sole, sand",1992,138343,104454
"FB 181","Table 4a","Fish","Sole, sand",1993,161789,123425
"FB 181","Table 4a","Fish","Sole, sand",1994,121880,94443
"FB 181","Table 4a","Fish","Sole, sand",1995,81496,65663
"FB 181","Table 4a","Fish","Sole, sand",1996,137148,112194
"FB 181","Table 4a","Fish","Sole, sand",1997,109918,88147
"FB 181","Table 4a","Fish","Sole, sand",1998,77254,58591
"FB 181","Table 4a","Fish","Sole, sand",1999,60137,47321
"FB 181","Table 4a","Fish","Sole, slender",1989,3,2
"FB 181","Table 4a","Fish","Sole, slender",1996,41,4
"FB 181","Table 4a","Fish","Sole, slender",1998,6,5
"FB 181","Table 4a","Fish","Sole, tongue",1994,96,64
"FB 181","Table 4a","Fish","Sole, tongue",1998,17,43
"FB 181","Table 4a","Fish","Sole, tongue",1999,21,13
"FB 181","Table 4a","Fish","Sole, unspecified",1987,78811,34544
"FB 181","Table 4a","Fish","Sole, unspecified",1988,56487,30244
"FB 181","Table 4a","Fish","Sole, unspecified",1989,46632,27394
"FB 181","Table 4a","Fish","Sole, unspecified",1990,27251,14708
"FB 181","Table 4a","Fish","Sole, unspecified",1991,59642,34067
"FB 181","Table 4a","Fish","Sole, unspecified",1992,38370,19416
"FB 181","Table 4a","Fish","Sole, unspecified",1993,31221,19094
"FB 181","Table 4a","Fish","Sole, unspecified",1994,35829,19566
"FB 181","Table 4a","Fish","Sole, unspecified",1995,82800,43278
"FB 181","Table 4a","Fish","Sole, unspecified",1996,65390,33158
"FB 181","Table 4a","Fish","Sole, unspecified",1997,48002,26974
"FB 181","Table 4a","Fish","Sole, unspecified",1998,50688,29863
"FB 181","Table 4a","Fish","Sole, unspecified",1999,32745,21671
"FB 181","Table 4a","Fish","Splittail",1992,31,30
"FB 181","Table 4a","Fish","Splittail",1993,62,93
"FB 181","Table 4a","Fish","Splittail",1997,340,398
"FB 181","Table 4a","Fish","Stickleback, threespine",1987,2549,6644
"FB 181","Table 4a","Fish","Stickleback, threespine",1988,177,5342
"FB 181","Table 4a","Fish","Stickleback, threespine",1990,14,462
"FB 181","Table 4a","Fish","Stickleback, threespine",1991,121,2653
"FB 181","Table 4a","Fish","Stickleback, threespine",1994,167,20280
"FB 181","Table 4a","Fish","Stickleback, threespine",1995,31,1020
"FB 181","Table 4a","Fish","Stickleback, threespine",1998,61,1534
"FB 181","Table 4a","Fish","Stickleback, threespine",1999,254,1387
"FB 181","Table 4a","Fish","Stingray",1987,298,2981
"FB 181","Table 4a","Fish","Stingray",1988,36,1824
"FB 181","Table 4a","Fish","Stingray",1990,240,92
"FB 181","Table 4a","Fish","Stingray",1992,40,6
"FB 181","Table 4a","Fish","Stingray",1993,130,39
"FB 181","Table 4a","Fish","Stingray",1994,543,109
"FB 181","Table 4a","Fish","Stingray",1995,48,17
"FB 181","Table 4a","Fish","Stingray",1996,125,56
"FB 181","Table 4a","Fish","Stingray",1997,2111,477
"FB 181","Table 4a","Fish","Stingray",1998,545,136
"FB 181","Table 4a","Fish","Stingray",1999,1463,386
"FB 181","Table 4a","Fish","Sturgeons",1989,16,8
"FB 181","Table 4a","Fish","Sunfish, ocean",1987,245,341
"FB 181","Table 4a","Fish","Sunfish, ocean",1988,334,333
"FB 181","Table 4a","Fish","Sunfish, ocean",1989,5,6
"FB 181","Table 4a","Fish","Sunfish, ocean",1990,18,9
"FB 181","Table 4a","Fish","Sunfish, ocean",1995,117,94
"FB 181","Table 4a","Fish","Surfperch, barred",1987,22357,27523
"FB 181","Table 4a","Fish","Surfperch, barred",1988,23203,28707
"FB 181","Table 4a","Fish","Surfperch, barred",1989,16584,20954
"FB 181","Table 4a","Fish","Surfperch, barred",1990,18842,27378
"FB 181","Table 4a","Fish","Surfperch, barred",1991,22912,34281
"FB 181","Table 4a","Fish","Surfperch, barred",1992,25200,41190
"FB 181","Table 4a","Fish","Surfperch, barred",1993,8699,14451
"FB 181","Table 4a","Fish","Surfperch, barred",1994,36936,63987
"FB 181","Table 4a","Fish","Surfperch, barred",1995,39982,72270
"FB 181","Table 4a","Fish","Surfperch, barred",1996,33169,52715
"FB 181","Table 4a","Fish","Surfperch, barred",1997,28038,45710
"FB 181","Table 4a","Fish","Surfperch, barred",1998,34411,60854
"FB 181","Table 4a","Fish","Surfperch, barred",1999,9562,14781
"FB 181","Table 4a","Fish","Surfperch, black",1987,553,120
"FB 181","Table 4a","Fish","Surfperch, black",1988,397,127
"FB 181","Table 4a","Fish","Surfperch, black",1989,581,312
"FB 181","Table 4a","Fish","Surfperch, black",1990,933,450
"FB 181","Table 4a","Fish","Surfperch, black",1991,1951,757
"FB 181","Table 4a","Fish","Surfperch, black",1992,1258,860
"FB 181","Table 4a","Fish","Surfperch, black",1993,150,114
"FB 181","Table 4a","Fish","Surfperch, black",1994,1303,1159
"FB 181","Table 4a","Fish","Surfperch, black",1995,117,204
"FB 181","Table 4a","Fish","Surfperch, black",1996,20,10
"FB 181","Table 4a","Fish","Surfperch, black",1997,303,76
"FB 181","Table 4a","Fish","Surfperch, black",1998,15,53
"FB 181","Table 4a","Fish","Surfperch, black",1999,42,69
"FB 181","Table 4a","Fish","Surfperch, calico",1989,2,2
"FB 181","Table 4a","Fish","Surfperch, calico",1990,1,3
"FB 181","Table 4a","Fish","Surfperch, calico",1991,157,236
"FB 181","Table 4a","Fish","Surfperch, calico",1992,148,215
"FB 181","Table 4a","Fish","Surfperch, calico",1994,1,3
"FB 181","Table 4a","Fish","Surfperch, calico",1997,67,43
"FB 181","Table 4a","Fish","Surfperch, dwarf",1996,6,7
"FB 181","Table 4a","Fish","Surfperch, pile",1987,55,33
"FB 181","Table 4a","Fish","Surfperch, pile",1989,6,8
"FB 181","Table 4a","Fish","Surfperch, pile",1993,124,81
"FB 181","Table 4a","Fish","Surfperch, pile",1994,795,685
"FB 181","Table 4a","Fish","Surfperch, pile",1995,1160,1160
"FB 181","Table 4a","Fish","Surfperch, pile",1996,3493,3199
"FB 181","Table 4a","Fish","Surfperch, pile",1997,1461,1052
"FB 181","Table 4a","Fish","Surfperch, pile",1998,62,61
"FB 181","Table 4a","Fish","Surfperch, pile",1999,505,578
"FB 181","Table 4a","Fish","Surfperch, rainbow",1988,476,384
"FB 181","Table 4a","Fish","Surfperch, rainbow",1989,894,893
"FB 181","Table 4a","Fish","Surfperch, rainbow",1990,1837,1774
"FB 181","Table 4a","Fish","Surfperch, rainbow",1991,640,598
"FB 181","Table 4a","Fish","Surfperch, rainbow",1992,2188,2162
"FB 181","Table 4a","Fish","Surfperch, rainbow",1993,2098,2030
"FB 181","Table 4a","Fish","Surfperch, rainbow",1994,640,770
"FB 181","Table 4a","Fish","Surfperch, rainbow",1995,23,22
"FB 181","Table 4a","Fish","Surfperch, rainbow",1996,48,70
"FB 181","Table 4a","Fish","Surfperch, rainbow",1997,55,33
"FB 181","Table 4a","Fish","Surfperch, rainbow",1998,8,4
"FB 181","Table 4a","Fish","Surfperch, rainbow",1999,44,182
"FB 181","Table 4a","Fish","Surfperch, redtail",1987,23045,19417
"FB 181","Table 4a","Fish","Surfperch, redtail",1988,21223,16912
"FB 181","Table 4a","Fish","Surfperch, redtail",1989,32354,29523
"FB 181","Table 4a","Fish","Surfperch, redtail",1990,40158,39936
"FB 181","Table 4a","Fish","Surfperch, redtail",1991,26590,26818
"FB 181","Table 4a","Fish","Surfperch, redtail",1992,35976,35188
"FB 181","Table 4a","Fish","Surfperch, redtail",1993,49139,49240
"FB 181","Table 4a","Fish","Surfperch, redtail",1994,35404,35831
"FB 181","Table 4a","Fish","Surfperch, redtail",1995,38023,37299
"FB 181","Table 4a","Fish","Surfperch, redtail",1996,32773,34996
"FB 181","Table 4a","Fish","Surfperch, redtail",1997,32230,35405
"FB 181","Table 4a","Fish","Surfperch, redtail",1998,25252,27720
"FB 181","Table 4a","Fish","Surfperch, redtail",1999,29798,33422
"FB 181","Table 4a","Fish","Surfperch, rubberlip",1988,31,22
"FB 181","Table 4a","Fish","Surfperch, rubberlip",1989,3,1
"FB 181","Table 4a","Fish","Surfperch, rubberlip",1990,106,100
"FB 181","Table 4a","Fish","Surfperch, rubberlip",1991,68,61
"FB 181","Table 4a","Fish","Surfperch, rubberlip",1992,6,4
"FB 181","Table 4a","Fish","Surfperch, rubberlip",1993,30,31
"FB 181","Table 4a","Fish","Surfperch, rubberlip",1994,282,444
"FB 181","Table 4a","Fish","Surfperch, rubberlip",1995,418,417
"FB 181","Table 4a","Fish","Surfperch, rubberlip",1996,930,1064
"FB 181","Table 4a","Fish","Surfperch, rubberlip",1997,261,278
"FB 181","Table 4a","Fish","Surfperch, rubberlip",1998,42,110
"FB 181","Table 4a","Fish","Surfperch, rubberlip",1999,314,362
"FB 181","Table 4a","Fish","Surfperch, shiner",1987,53,23
"FB 181","Table 4a","Fish","Surfperch, shiner",1988,2650,1639
"FB 181","Table 4a","Fish","Surfperch, shiner",1989,1490,742
"FB 181","Table 4a","Fish","Surfperch, shiner",1990,1344,962
"FB 181","Table 4a","Fish","Surfperch, shiner",1991,455,250
"FB 181","Table 4a","Fish","Surfperch, shiner",1992,225,138
"FB 181","Table 4a","Fish","Surfperch, shiner",1993,20,12
"FB 181","Table 4a","Fish","Surfperch, shiner",1994,4,34
"FB 181","Table 4a","Fish","Surfperch, shiner",1995,45,27
"FB 181","Table 4a","Fish","Surfperch, shiner",1997,35,35
"FB 181","Table 4a","Fish","Surfperch, shiner",1998,12,9
"FB 181","Table 4a","Fish","Surfperch, unspecified",1987,99492,71819
"FB 181","Table 4a","Fish","Surfperch, unspecified",1988,59061,54452
"FB 181","Table 4a","Fish","Surfperch, unspecified",1989,65822,54354
"FB 181","Table 4a","Fish","Surfperch, unspecified",1990,74252,52983
"FB 181","Table 4a","Fish","Surfperch, unspecified",1991,49526,60807
"FB 181","Table 4a","Fish","Surfperch, unspecified",1992,64101,95809
"FB 181","Table 4a","Fish","Surfperch, unspecified",1993,50519,76301
"FB 181","Table 4a","Fish","Surfperch, unspecified",1994,18027,19889
"FB 181","Table 4a","Fish","Surfperch, unspecified",1995,9872,15508
"FB 181","Table 4a","Fish","Surfperch, unspecified",1996,13505,17834
"FB 181","Table 4a","Fish","Surfperch, unspecified",1997,12041,17978
"FB 181","Table 4a","Fish","Surfperch, unspecified",1998,13911,23661
"FB 181","Table 4a","Fish","Surfperch, unspecified",1999,6609,11149
"FB 181","Table 4a","Fish","Surfperch, walleye",1988,10,5
"FB 181","Table 4a","Fish","Surfperch, walleye",1989,100,50
"FB 181","Table 4a","Fish","Surfperch, walleye",1990,19,13
"FB 181","Table 4a","Fish","Surfperch, walleye",1991,434,303
"FB 181","Table 4a","Fish","Surfperch, walleye",1992,511,362
"FB 181","Table 4a","Fish","Surfperch, walleye",1993,482,316
"FB 181","Table 4a","Fish","Surfperch, walleye",1994,271,279
"FB 181","Table 4a","Fish","Surfperch, walleye",1995,4,5
"FB 181","Table 4a","Fish","Surfperch, walleye",1996,1258,1111
"FB 181","Table 4a","Fish","Surfperch, walleye",1997,2011,1608
"FB 181","Table 4a","Fish","Surfperch, walleye",1998,18,21
"FB 181","Table 4a","Fish","Surfperch, white",1987,12,10
"FB 181","Table 4a","Fish","Surfperch, white",1988,19,12
"FB 181","Table 4a","Fish","Surfperch, white",1989,366,236
"FB 181","Table 4a","Fish","Surfperch, white",1990,157,94
"FB 181","Table 4a","Fish","Surfperch, white",1991,2014,1188
"FB 181","Table 4a","Fish","Surfperch, white",1992,49,32
"FB 181","Table 4a","Fish","Surfperch, white",1994,10,8
"FB 181","Table 4a","Fish","Surfperch, white",1997,12,4
"FB 181","Table 4a","Fish","Surfperch, white",1999,2538,7479
"FB 181","Table 4a","Fish","Swordfish",1987,2740942,10409413
"FB 181","Table 4a","Fish","Swordfish",1988,2484395,9508443
"FB 181","Table 4a","Fish","Swordfish",1989,2063996,7889380
"FB 181","Table 4a","Fish","Swordfish",1990,1878811,7159740
"FB 181","Table 4a","Fish","Swordfish",1991,1564925,6345295
"FB 181","Table 4a","Fish","Swordfish",1992,2355208,7491326
"FB 181","Table 4a","Fish","Swordfish",1993,2684829,9016840
"FB 181","Table 4a","Fish","Swordfish",1994,2574910,9510874
"FB 181","Table 4a","Fish","Swordfish",1995,1764736,6484145
"FB 181","Table 4a","Fish","Swordfish",1996,1767400,5828587
"FB 181","Table 4a","Fish","Swordfish",1997,2204962,6072476
"FB 181","Table 4a","Fish","Swordfish",1998,2063901,5652514
"FB 181","Table 4a","Fish","Swordfish",1999,3072454,8379186
"FB 181","Table 4a","Fish","Thornyhead, longspine",1994,944,872
"FB 181","Table 4a","Fish","Thornyhead, longspine",1995,5856808,5872599
