"source","table","year","port_complex","category","species","landings_lb","value_usd"
"FB 181","Table 5i",1995,"Los Angeles","Fish","Sanddab",2746,7571
"FB 181","Table 5i",1995,"Los Angeles","Fish","Sanddab, Pacific",35,105
"FB 181","Table 5i",1995,"Los Angeles","Fish","Sardine, Pacific",75320536,2997284
"FB 181","Table 5i",1995,"Los Angeles","Fish","Scorpionfish, California",66844,111223
"FB 181","Table 5i",1995,"Los Angeles","Fish","Sculpin, staghorn",409,383
"FB 181","Table 5i",1995,"Los Angeles","Fish","Sculpin, yellowchin",4,2
"FB 181","Table 5i",1995,"Los Angeles","Fish","Seabass, white",20739,41611
"FB 181","Table 5i",1995,"Los Angeles","Fish","Senorita",5,21
"FB 181","Table 5i",1995,"Los Angeles","Fish","Shark, bigeye thresher",9127,6398
"FB 181","Table 5i",1995,"Los Angeles","Fish","Shark, blue",7043,2423
"FB 181","Table 5i",1995,"Los Angeles","Fish","Shark, brown smoothhound",360,544
"FB 181","Table 5i",1995,"Los Angeles","Fish","Shark, gray smoothhound",100,10
"FB 181","Table 5i",1995,"Los Angeles","Fish","Shark, horn",74,111
"FB 181","Table 5i",1995,"Los Angeles","Fish","Shark, leopard",5156,6581
"FB 181","Table 5i",1995,"Los Angeles","Fish","Shark, Pacific angel",5514,1475
"FB 181","Table 5i",1995,"Los Angeles","Fish","Shark, shortfin mako",31724,34384
"FB 181","Table 5i",1995,"Los Angeles","Fish","Shark, soupfin",9892,9913
"FB 181","Table 5i",1995,"Los Angeles","Fish","Shark, thresher",54218,78865
"FB 181","Table 5i",1995,"Los Angeles","Fish","Shark, unspecified",356,94
"FB 181","Table 5i",1995,"Los Angeles","Fish","Shark, white",102,457
"FB 181","Table 5i",1995,"Los Angeles","Fish","Sheephead, California",42524,130212
"FB 181","Table 5i",1995,"Los Angeles","Fish","Skate, unspecified",17077,5122
"FB 181","Table 5i",1995,"Los Angeles","Fish","Smelt, surf",38,11
"FB 181","Table 5i",1995,"Los Angeles","Fish","Smelts, true",677,337
"FB 181","Table 5i",1995,"Los Angeles","Fish","Sole, Dover",3282,1597
"FB 181","Table 5i",1995,"Los Angeles","Fish","Sole, English",477,286
"FB 181","Table 5i",1995,"Los Angeles","Fish","Sole, petrale",61,163
"FB 181","Table 5i",1995,"Los Angeles","Fish","Sole, rex",3896,1763
"FB 181","Table 5i",1995,"Los Angeles","Fish","Sole, rock",53,53
"FB 181","Table 5i",1995,"Los Angeles","Fish","Sole, unspecified",68982,34651
"FB 181","Table 5i",1995,"Los Angeles","Fish","Surfperch, rubberlip",370,352
"FB 181","Table 5i",1995,"Los Angeles","Fish","Surfperch, unspecified",3599,3313
"FB 181","Table 5i",1995,"Los Angeles","Fish","Swordfish",204243,956476
"FB 181","Table 5i",1995,"Los Angeles","Fish","Thornyhead, longspine",141,423
"FB 181","Table 5i",1995,"Los Angeles","Fish","Thornyheads (unspecified)",100783,143171
"FB 181","Table 5i",1995,"Los Angeles","Fish","Tomcod, Pacific",151,136
"FB 181","Table 5i",1995,"Los Angeles","Fish","Tuna, albacore",711743,591010
"FB 181","Table 5i",1995,"Los Angeles","Fish","Tuna, bigeye",10851,68780
"FB 181","Table 5i",1995,"Los Angeles","Fish","Tuna, bluefin",1324731,865600
"FB 181","Table 5i",1995,"Los Angeles","Fish","Tuna, skipjack",14607748,4542854
"FB 181","Table 5i",1995,"Los Angeles","Fish","Tuna, skipjack, black",221937,48737
"FB 181","Table 5i",1995,"Los Angeles","Fish","Tuna, yellowfin",6491464,2938454
"FB 181","Table 5i",1995,"Los Angeles","Fish","Wahoo",5497,3752
"FB 181","Table 5i",1995,"Los Angeles","Fish","Whitefish, ocean",8058,4316
"FB 181","Table 5i",1995,"Los Angeles","Fish","Whiting, Pacific",2054,3001
"FB 181","Table 5i",1995,"Los Angeles","Fish","Yellowtail",3387,3734
"FB 181","Table 5i",1995,"Los Angeles","Miscellaneous invertebrates","Invertebrates, colonial",379,1550
"FB 181","Table 5i",1995,"Los Angeles","Miscellaneous invertebrates","Sponges",8,24
"FB 181","Table 5i",1995,"Los Angeles","Miscellaneous invertebrates","Tunicates",241,907
"FB 181","Table 5i",1995,"Los Angeles","Miscellaneous invertebrates","Unspecified species",94852,39373
"FB 181","Table 5i",1995,"Los Angeles","Miscellaneous invertebrates","Worms, marine",12,24
"FB 181","Table 5i",1995,"Los Angeles","Mollusks","Abalone, green",765,9269
"FB 181","Table 5i",1995,"Los Angeles","Mollusks","Abalone, pink",7810,84074
"FB 181","Table 5i",1995,"Los Angeles","Mollusks","Abalone, red",1155,10874
"FB 181","Table 5i",1995,"Los Angeles","Mollusks","Abalone, white",17,340
"FB 181","Table 5i",1995,"Los Angeles","Mollusks","Clam, California jackknife",2561,5504
"FB 181","Table 5i",1995,"Los Angeles","Mollusks","Limpet, unspecified",758,4421
"FB 181","Table 5i",1995,"Los Angeles","Mollusks","Mussel",13946,10477
"FB 181","Table 5i",1995,"Los Angeles","Mollusks","Octopus, unspecified",2838,2972
"FB 181","Table 5i",1995,"Los Angeles","Mollusks","Sea hare",6068,46201
"FB 181","Table 5i",1995,"Los Angeles","Mollusks","Sea slug",128,322
"FB 181","Table 5i",1995,"Los Angeles","Mollusks","Snail, bubble",385,3943
"FB 181","Table 5i",1995,"Los Angeles","Mollusks","Snail, sea",2722,8717
"FB 181","Table 5i",1995,"Los Angeles","Mollusks","Snails, moon",140,70
"FB 181","Table 5i",1995,"Los Angeles","Mollusks","Squid, market",40610098,5158210
"FB 181","Table 5i",1995,"Los Angeles","Mollusks","Whelk, Kellet's",16713,7059
"FB 181","Table 5i",1995,"Los Angeles","Plants","Algae, marine",170,174
"FB 181","Table 5i",1995,"Los Angeles","Rockfish","Rockfish, black",158,126
"FB 181","Table 5i",1995,"Los Angeles","Rockfish","Rockfish, blackgill",162897,105253
"FB 181","Table 5i",1995,"Los Angeles","Rockfish","Rockfish, blue",135,68
"FB 181","Table 5i",1995,"Los Angeles","Rockfish","Rockfish, bocaccio",101399,68919
"FB 181","Table 5i",1995,"Los Angeles","Rockfish","Rockfish, brown",121,121
"FB 181","Table 5i",1995,"Los Angeles","Rockfish","Rockfish, chilipepper",5485,3231
"FB 181","Table 5i",1995,"Los Angeles","Rockfish","Rockfish, copper",2328,2626
"FB 181","Table 5i",1995,"Los Angeles","Rockfish","Rockfish, cowcod",17015,25217
"FB 181","Table 5i",1995,"Los Angeles","Rockfish","Rockfish, gopher",1698,1676
"FB 181","Table 5i",1995,"Los Angeles","Rockfish","Rockfish, group bolina",170,170
"FB 181","Table 5i",1995,"Los Angeles","Rockfish","Rockfish, group red",97420,135981
"FB 181","Table 5i",1995,"Los Angeles","Rockfish","Rockfish, group rosefish",265,278
"FB 181","Table 5i",1995,"Los Angeles","Rockfish","Rockfish, group small",1555,2007
"FB 181","Table 5i",1995,"Los Angeles","Rockfish","Rockfish, starry",1765,2882
"FB 181","Table 5i",1995,"Los Angeles","Rockfish","Rockfish, unspecified",72071,84295
"FB 181","Table 5i",1995,"Los Angeles","Rockfish","Rockfish, vermilion",320,550
"FB 181","Table 5i",1995,"Los Angeles","Rockfish","Rockfish, widow",4800,1577
"FB 181","Table 5i",1995,"Los Angeles","Rockfish","Rockfish, yellowtail",64,82
"FB 181","Table 5i",1995,"Monterey","Crustaceans","Crab, Dungeness",175488,328018
"FB 181","Table 5i",1995,"Monterey","Crustaceans","Crab, rock unspecified",24383,29714
"FB 181","Table 5i",1995,"Monterey","Crustaceans","Crab, tanner",520,590
"FB 181","Table 5i",1995,"Monterey","Crustaceans","Prawn, spot",24566,165919
"FB 181","Table 5i",1995,"Monterey","Crustaceans","Shrimp, bay",15,4
"FB 181","Table 5i",1995,"Monterey","Echinoderms","Sea cucumber, unspecified",200,40
"FB 181","Table 5i",1995,"Monterey","Fish","Anchovy, northern",2448138,88888
"FB 181","Table 5i",1995,"Monterey","Fish","Bonito, Pacific",293,293
"FB 181","Table 5i",1995,"Monterey","Fish","Butterfish (Pacific pompano)",3929,7171
"FB 181","Table 5i",1995,"Monterey","Fish","Cabezon",5079,11183
"FB 181","Table 5i",1995,"Monterey","Fish","Croaker, white",52343,22910
"FB 181","Table 5i",1995,"Monterey","Fish","Eel",6,2
"FB 181","Table 5i",1995,"Monterey","Fish","Eel, wolf (wolf-eel)",5,3
"FB 181","Table 5i",1995,"Monterey","Fish","Fish, unspecified",72,36
"FB 181","Table 5i",1995,"Monterey","Fish","Flounder, starry",5177,2789
"FB 181","Table 5i",1995,"Monterey","Fish","Flounder, unspecified",1537,725
"FB 181","Table 5i",1995,"Monterey","Fish","Greenling, kelp",7,3
"FB 181","Table 5i",1995,"Monterey","Fish","Grenadiers",473366,78057
"FB 181","Table 5i",1995,"Monterey","Fish","Halibut, California",77647,181041
"FB 181","Table 5i",1995,"Monterey","Fish","Halibut, unspecified",84,189
"FB 181","Table 5i",1995,"Monterey","Fish","Herring roe on kelp",466,583
"FB 181","Table 5i",1995,"Monterey","Fish","Herring, Pacific",6027,181
"FB 181","Table 5i",1995,"Monterey","Fish","Herring, roe",1347,1828
"FB 181","Table 5i",1995,"Monterey","Fish","Jacksmelt",2816,1926
"FB 181","Table 5i",1995,"Monterey","Fish","Lingcod",134741,70413
"FB 181","Table 5i",1995,"Monterey","Fish","Lizardfish, California",34,7
"FB 181","Table 5i",1995,"Monterey","Fish","Louvar",704,1945
"FB 181","Table 5i",1995,"Monterey","Fish","Mackerel, jack",240615,70355
"FB 181","Table 5i",1995,"Monterey","Fish","Mackerel, Pacific",1015766,195129
"FB 181","Table 5i",1995,"Monterey","Fish","Opah",24158,10281
"FB 181","Table 5i",1995,"Monterey","Fish","Queenfish",1289,980
"FB 181","Table 5i",1995,"Monterey","Fish","Sablefish",1057006,1250645
"FB 181","Table 5i",1995,"Monterey","Fish","Salmon",1870,2628
"FB 181","Table 5i",1995,"Monterey","Fish","Salmon, Chinook",2446075,4016942
"FB 181","Table 5i",1995,"Monterey","Fish","Salmon, coho",10,25
"FB 181","Table 5i",1995,"Monterey","Fish","Salmon, roe (Chinook and coho)",829,1216
"FB 181","Table 5i",1995,"Monterey","Fish","Sanddab",231996,99254
"FB 181","Table 5i",1995,"Monterey","Fish","Sardine, Pacific",12517999,517091
"FB 181","Table 5i",1995,"Monterey","Fish","Seabass, white",1813,2950
"FB 181","Table 5i",1995,"Monterey","Fish","Shad, American",48,10
"FB 181","Table 5i",1995,"Monterey","Fish","Shark, bigeye thresher",4439,3434
"FB 181","Table 5i",1995,"Monterey","Fish","Shark, leopard",2762,3965
"FB 181","Table 5i",1995,"Monterey","Fish","Shark, Pacific angel",836,461
"FB 181","Table 5i",1995,"Monterey","Fish","Shark, pelagic thresher",5823,8465
"FB 181","Table 5i",1995,"Monterey","Fish","Shark, shortfin mako",8788,11149
"FB 181","Table 5i",1995,"Monterey","Fish","Shark, soupfin",14472,10652
"FB 181","Table 5i",1995,"Monterey","Fish","Shark, thresher",29301,44313
"FB 181","Table 5i",1995,"Monterey","Fish","Shark, unspecified",5312,5187
"FB 181","Table 5i",1995,"Monterey","Fish","Sheephead, California",63,47
"FB 181","Table 5i",1995,"Monterey","Fish","Skate, unspecified",49564,21268
"FB 181","Table 5i",1995,"Monterey","Fish","Smelt, night",300,90
"FB 181","Table 5i",1995,"Monterey","Fish","Smelt, surf",506,304
"FB 181","Table 5i",1995,"Monterey","Fish","Sole, bigmouth",15,10
"FB 181","Table 5i",1995,"Monterey","Fish","Sole, Dover",1821571,574358
"FB 181","Table 5i",1995,"Monterey","Fish","Sole, English",153851,61130
"FB 181","Table 5i",1995,"Monterey","Fish","Sole, fantail",307,271
"FB 181","Table 5i",1995,"Monterey","Fish","Sole, petrale",152124,161755
"FB 181","Table 5i",1995,"Monterey","Fish","Sole, rex",354854,141243
"FB 181","Table 5i",1995,"Monterey","Fish","Sole, rock",153,104
"FB 181","Table 5i",1995,"Monterey","Fish","Sole, sand",6380,3799
"FB 181","Table 5i",1995,"Monterey","Fish","Surfperch, barred",3,2
"FB 181","Table 5i",1995,"Monterey","Fish","Surfperch, unspecified",669,4340
"FB 181","Table 5i",1995,"Monterey","Fish","Swordfish",272682,998828
"FB 181","Table 5i",1995,"Monterey","Fish","Thornyhead, longspine",734235,780648
"FB 181","Table 5i",1995,"Monterey","Fish","Thornyhead, shortspine",239913,259098
"FB 181","Table 5i",1995,"Monterey","Fish","Thornyheads (unspecified)",87408,81661
"FB 181","Table 5i",1995,"Monterey","Fish","Tuna, albacore",417926,333487
"FB 181","Table 5i",1995,"Monterey","Fish","Tuna, bluefin",13930,35890
"FB 181","Table 5i",1995,"Monterey","Fish","Tuna, skipjack",1699,802
"FB 181","Table 5i",1995,"Monterey","Fish","Tuna, unspecified",897,1305
"FB 181","Table 5i",1995,"Monterey","Fish","Tuna, yellowfin",370,130
"FB 181","Table 5i",1995,"Monterey","Fish","Turbot",65,23
"FB 181","Table 5i",1995,"Monterey","Fish","Whitefish, ocean",8,5
"FB 181","Table 5i",1995,"Monterey","Miscellaneous invertebrates","Unspecified species",175,199
"FB 181","Table 5i",1995,"Monterey","Mollusks","Octopus, unspecified",78,39
"FB 181","Table 5i",1995,"Monterey","Mollusks","Squid, market",5399325,815196
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, bank",26295,10750
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, black",3595,2192
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, blackgill",20067,11246
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, blue",11163,6624
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, bocaccio",454709,214731
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, brown",734,294
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, canary",15062,8231
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, chilipepper",1436642,653467
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, China",6859,10123
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, copper",9326,11003
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, cowcod",1300,800
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, gopher",128,128
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, grass",503,1449
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, greenspotted",124,87
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, greenstriped",274,109
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, group bolina",3040,3531
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, group deepwater reds",36563,17123
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, group gopher",31231,47761
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, group red",115830,81629
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, group rosefish",347586,133761
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, group small",135405,37873
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, kelp",289,244
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, olive",101,51
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, quillback",1201,360
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, rosethorn",503,232
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, shortbelly",4354,1132
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, squarespot",9,7
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, unspecified",162345,84112
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, vermilion",10712,12369
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, widow",426737,188651
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, yelloweye",2553,2608
"FB 181","Table 5i",1995,"Monterey","Rockfish","Rockfish, yellowtail",59224,37887
"FB 181","Table 5i",1995,"Morro Bay","Crustaceans","Crab, claws",953,626
"FB 181","Table 5i",1995,"Morro Bay","Crustaceans","Crab, Dungeness",44314,113831
"FB 181","Table 5i",1995,"Morro Bay","Crustaceans","Crab, king",34,136
"FB 181","Table 5i",1995,"Morro Bay","Crustaceans","Crab, rock unspecified",247779,277165
"FB 181","Table 5i",1995,"Morro Bay","Crustaceans","Crab, spider",2960,2655
"FB 181","Table 5i",1995,"Morro Bay","Crustaceans","Crab, tanner",342,1368
"FB 181","Table 5i",1995,"Morro Bay","Crustaceans","Lobster, California spiny",71,571
"FB 181","Table 5i",1995,"Morro Bay","Crustaceans","Prawn, ridgeback",13,9
"FB 181","Table 5i",1995,"Morro Bay","Crustaceans","Prawn, spot",221367,1407994
"FB 181","Table 5i",1995,"Morro Bay","Crustaceans","Shrimp, Pacific Ocean",1178501,867371
"FB 181","Table 5i",1995,"Morro Bay","Echinoderms","Sea cucumber, unspecified",52,13
"FB 181","Table 5i",1995,"Morro Bay","Echinoderms","Urchin, red",1611,1289
"FB 181","Table 5i",1995,"Morro Bay","Fish","Barracuda, California",121,96
"FB 181","Table 5i",1995,"Morro Bay","Fish","Butterfish (Pacific pompano)",62,31
"FB 181","Table 5i",1995,"Morro Bay","Fish","Cabezon",152983,551366
"FB 181","Table 5i",1995,"Morro Bay","Fish","Croaker, white",2483,1383
"FB 181","Table 5i",1995,"Morro Bay","Fish","Eel",12,27
"FB 181","Table 5i",1995,"Morro Bay","Fish","Eel, wolf (wolf-eel)",11,41
"FB 181","Table 5i",1995,"Morro Bay","Fish","Fish, unspecified",28,9
"FB 181","Table 5i",1995,"Morro Bay","Fish","Flounder, starry",2514,3910
"FB 181","Table 5i",1995,"Morro Bay","Fish","Flounder, unspecified",5332,7719
"FB 181","Table 5i",1995,"Morro Bay","Fish","Greenling, kelp",955,3664
"FB 181","Table 5i",1995,"Morro Bay","Fish","Grenadiers",1792,390
"FB 181","Table 5i",1995,"Morro Bay","Fish","Guitarfish, shovelnose",725,345
"FB 181","Table 5i",1995,"Morro Bay","Fish","Halfmoon",5,8
"FB 181","Table 5i",1995,"Morro Bay","Fish","Halibut, California",51241,128522
"FB 181","Table 5i",1995,"Morro Bay","Fish","Lingcod",91507,62166
"FB 181","Table 5i",1995,"Morro Bay","Fish","Louvar",957,3037
"FB 181","Table 5i",1995,"Morro Bay","Fish","Mackerel, jack",19,3
"FB 181","Table 5i",1995,"Morro Bay","Fish","Mackerel, Pacific",100,16
"FB 181","Table 5i",1995,"Morro Bay","Fish","Opah",18767,8079
"FB 181","Table 5i",1995,"Morro Bay","Fish","Opaleye",56,88
"FB 181","Table 5i",1995,"Morro Bay","Fish","Prickleback, monkeyface",424,1521
"FB 181","Table 5i",1995,"Morro Bay","Fish","Sablefish",483156,365516
"FB 181","Table 5i",1995,"Morro Bay","Fish","Salmon",31,74
"FB 181","Table 5i",1995,"Morro Bay","Fish","Salmon, Chinook",581027,1050517
"FB 181","Table 5i",1995,"Morro Bay","Fish","Salmon, coho",92,191
"FB 181","Table 5i",1995,"Morro Bay","Fish","Sanddab",880,268
"FB 181","Table 5i",1995,"Morro Bay","Fish","Sanddab, Pacific",9743,745
"FB 181","Table 5i",1995,"Morro Bay","Fish","Scorpionfish, California",23,18
"FB 181","Table 5i",1995,"Morro Bay","Fish","Seabass, white",714,1760
"FB 181","Table 5i",1995,"Morro Bay","Fish","Shark, bigeye thresher",1712,1027
"FB 181","Table 5i",1995,"Morro Bay","Fish","Shark, brown smoothhound",1,1
"FB 181","Table 5i",1995,"Morro Bay","Fish","Shark, gray smoothhound",47,13
"FB 181","Table 5i",1995,"Morro Bay","Fish","Shark, leopard",258,168
"FB 181","Table 5i",1995,"Morro Bay","Fish","Shark, Pacific angel",4259,2727
"FB 181","Table 5i",1995,"Morro Bay","Fish","Shark, salmon",133,48
"FB 181","Table 5i",1995,"Morro Bay","Fish","Shark, shortfin mako",12377,15201
"FB 181","Table 5i",1995,"Morro Bay","Fish","Shark, soupfin",3203,1937
"FB 181","Table 5i",1995,"Morro Bay","Fish","Shark, spiny dogfish",120,12
"FB 181","Table 5i",1995,"Morro Bay","Fish","Shark, thresher",48109,57672
"FB 181","Table 5i",1995,"Morro Bay","Fish","Shark, unspecified",124,80
"FB 181","Table 5i",1995,"Morro Bay","Fish","Sheephead, California",6653,14984
"FB 181","Table 5i",1995,"Morro Bay","Fish","Skate, unspecified",4933,1532
"FB 181","Table 5i",1995,"Morro Bay","Fish","Sole, Dover",2560811,815088
"FB 181","Table 5i",1995,"Morro Bay","Fish","Sole, English",15054,5825
"FB 181","Table 5i",1995,"Morro Bay","Fish","Sole, fantail",220,194
"FB 181","Table 5i",1995,"Morro Bay","Fish","Sole, petrale",112177,119315
"FB 181","Table 5i",1995,"Morro Bay","Fish","Sole, rex",222635,88293
"FB 181","Table 5i",1995,"Morro Bay","Fish","Sole, rock",15,5
"FB 181","Table 5i",1995,"Morro Bay","Fish","Sole, sand",1345,1196
"FB 181","Table 5i",1995,"Morro Bay","Fish","Sole, unspecified",2090,1225
"FB 181","Table 5i",1995,"Morro Bay","Fish","Stingray",48,17
"FB 181","Table 5i",1995,"Morro Bay","Fish","Surfperch, barred",39808,72087
"FB 181","Table 5i",1995,"Morro Bay","Fish","Surfperch, black",117,204
"FB 181","Table 5i",1995,"Morro Bay","Fish","Surfperch, rainbow",23,22
"FB 181","Table 5i",1995,"Morro Bay","Fish","Surfperch, redtail",73,129
"FB 181","Table 5i",1995,"Morro Bay","Fish","Surfperch, rubberlip",5,6
"FB 181","Table 5i",1995,"Morro Bay","Fish","Surfperch, unspecified",2285,3808
"FB 181","Table 5i",1995,"Morro Bay","Fish","Swordfish",142137,523403
"FB 181","Table 5i",1995,"Morro Bay","Fish","Thornyhead, longspine",940249,947926
"FB 181","Table 5i",1995,"Morro Bay","Fish","Thornyhead, shortspine",269055,279144
"FB 181","Table 5i",1995,"Morro Bay","Fish","Thornyheads (unspecified)",94351,95560
"FB 181","Table 5i",1995,"Morro Bay","Fish","Tuna, albacore",30170,27903
"FB 181","Table 5i",1995,"Morro Bay","Fish","Tuna, bluefin",4704,7730
"FB 181","Table 5i",1995,"Morro Bay","Fish","Tuna, skipjack",1233,577
"FB 181","Table 5i",1995,"Morro Bay","Fish","Tuna, unspecified",24,72
"FB 181","Table 5i",1995,"Morro Bay","Fish","Tuna, yellowfin",63,158
"FB 181","Table 5i",1995,"Morro Bay","Fish","Turbot",1062,363
"FB 181","Table 5i",1995,"Morro Bay","Fish","Turbot, curlfin",76,29
"FB 181","Table 5i",1995,"Morro Bay","Fish","Turbot, hornyhead",333,119
"FB 181","Table 5i",1995,"Morro Bay","Fish","Whitefish, ocean",2,1
"FB 181","Table 5i",1995,"Morro Bay","Fish","Whiting, Pacific",9,5
"FB 181","Table 5i",1995,"Morro Bay","Miscellaneous invertebrates","Unspecified species",684,530
"FB 181","Table 5i",1995,"Morro Bay","Mollusks","Abalone, pink",10,100
"FB 181","Table 5i",1995,"Morro Bay","Mollusks","Abalone, red",2816,26319
"FB 181","Table 5i",1995,"Morro Bay","Mollusks","Octopus, unspecified",62,127
"FB 181","Table 5i",1995,"Morro Bay","Mollusks","Snail, sea",9,4
"FB 181","Table 5i",1995,"Morro Bay","Mollusks","Squid, market",402448,35542
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, bank",11861,5960
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, black",1726,781
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, blackgill",46769,24884
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, blue",1888,1060
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, bocaccio",325801,125513
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, brown",6,15
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, canary",798,318
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, chilipepper",272796,127272
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, China",3014,7062
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, copper",4901,9648
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, cowcod",6351,6770
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, flag",10,5
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, gopher",9395,22678
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, grass",70580,318020
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, greenstriped",23,23
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, group bolina",10204,8938
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, group gopher",113899,248368
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, group red",131282,166543
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, group rosefish",204996,56745
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, group small",36815,23797
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, kelp",4597,5327
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, olive",263,120
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, speckled",10,10
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, starry",8,2
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, treefish",187,647
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, unspecified",488910,252032
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, vermilion",207,255
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, widow",114669,48485
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, yelloweye",38,171
"FB 181","Table 5i",1995,"Morro Bay","Rockfish","Rockfish, yellowtail",10334,5261
"FB 181","Table 5i",1995,"San Diego","Crustaceans","Crab, box",55,55
"FB 181","Table 5i",1995,"San Diego","Crustaceans","Crab, claws",741,792
"FB 181","Table 5i",1995,"San Diego","Crustaceans","Crab, Dungeness",705,883
"FB 181","Table 5i",1995,"San Diego","Crustaceans","Crab, rock unspecified",107289,119569
"FB 181","Table 5i",1995,"San Diego","Crustaceans","Crab, shore",40,40
"FB 181","Table 5i",1995,"San Diego","Crustaceans","Crab, spider",7122,4115
"FB 181","Table 5i",1995,"San Diego","Crustaceans","Lobster, California spiny",224976,1654057
"FB 181","Table 5i",1995,"San Diego","Crustaceans","Prawn, spot",23816,161366
"FB 181","Table 5i",1995,"San Diego","Crustaceans","Shrimp, brine",9361,7957
"FB 181","Table 5i",1995,"San Diego","Echinoderms","Sea cucumber, unspecified",23003,14381
"FB 181","Table 5i",1995,"San Diego","Echinoderms","Urchin, purple sea",2290,2134
"FB 181","Table 5i",1995,"San Diego","Echinoderms","Urchin, red",1471395,1854496
"FB 181","Table 5i",1995,"San Diego","Fish","Anchovy, northern",84155,14130
"FB 181","Table 5i",1995,"San Diego","Fish","Barracuda, California",6373,8372
"FB 181","Table 5i",1995,"San Diego","Fish","Bass, giant sea",265,402
"FB 181","Table 5i",1995,"San Diego","Fish","Bonito, Pacific",1011,564
"FB 181","Table 5i",1995,"San Diego","Fish","Cabezon",1930,5205
"FB 181","Table 5i",1995,"San Diego","Fish","Corvina, shortfin",1037,794
"FB 181","Table 5i",1995,"San Diego","Fish","Croaker, white",145616,86674
"FB 181","Table 5i",1995,"San Diego","Fish","Croaker, yellowfin",55,28
"FB 181","Table 5i",1995,"San Diego","Fish","Eel, California moray",713,4665
"FB 181","Table 5i",1995,"San Diego","Fish","Fish, unspecified",105,63
"FB 181","Table 5i",1995,"San Diego","Fish","Flounder, arrowtooth",637,382
